"sample","location","trap","sizeclass","bodypart","nparts","plate_contents"
"RNMB_Mix_BS_PIX_tag34_A6","Fengcity","FIT",7,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_B6","Fengcity","FIT",3,"leg",150,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_C6","Fengcity","FIT",7,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_D6","Fengcity","FIT",7,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_E6","Yuhuangmiao","FIT",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_F6","Yuhuangmiao","FIT",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_G6","Yuhuangmiao","FIT",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_H6","Yuhuangmiao","FIT",6,"whole body",50,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_A7","Fengcity","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_B7","Fengcity","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_C7","Foping","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_D7","Foping","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_E7","Meicity","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_F7","Meicity","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_G7","Yuhuangmiao","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_H7","Yuhuangmiao","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_A8","Foursites","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_B8","Foursites","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_C8","Foursites","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_D8","Foursites","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB_Mix_BS_PIX_tag34_E8","Foursites","all",5,"whole body",NA,"Samples from multiple sources samples only"
"RNMB1_FXBSP1_tag08_A1","Fengcity","FIT",1,"leg",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_A10","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_A11","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_A12","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_A2","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_A3","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_A4","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_A5","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_A6","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_A7","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_A8","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_A9","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_B1","Fengcity","FIT",1,"leg",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_B10","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_B11","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_B12","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_B2","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_B3","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_B4","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_B5","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_B6","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_B7","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_B8","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_B9","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_C1","Fengcity","FIT",1,"leg",10,"Feng samples only"
"RNMB1_FXBSP1_tag08_C10","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_C11","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_C12","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_C2","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_C3","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_C4","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_C5","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_C6","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_C7","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_C8","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_C9","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_D1","Fengcity","FIT",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP1_tag08_D10","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_D11","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_D12","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_D2","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_D3","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_D4","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_D5","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_D6","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_D7","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_D8","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_D9","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_E1","Fengcity","FIT",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP1_tag08_E10","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_E11","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_E12","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_E2","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_E3","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_E4","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_E5","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_E6","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_E7","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_E8","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_E9","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_F1","Fengcity","FIT",2,"leg",10,"Feng samples only"
"RNMB1_FXBSP1_tag08_F10","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_F11","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_F12","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_F2","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_F3","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_F4","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_F5","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_F6","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_F7","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_F8","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_F9","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_G1","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_G10","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_G11","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_G12","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_G2","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_G3","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_G4","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_G5","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_G6","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_G7","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_G8","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_G9","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_H1","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_H10","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_H11","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_H12","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_H2","Fengcity","FIT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP1_tag08_H3","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_H4","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_H5","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_H6","Fengcity","FIT",3,"head",25,"Feng samples only"
"RNMB1_FXBSP1_tag08_H7","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_H8","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP1_tag08_H9","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A1","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A10","Fengcity","Pit",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A11","Fengcity","L/N",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A12","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A2","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A3","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A4","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A5","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_A6","Fengcity","MT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP2_tag18_A7","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_A8","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_A9","Fengcity","Pit",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_B1","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_B10","Fengcity","Pit",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_B11","Fengcity","L/N",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_B12","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_B2","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_B3","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_B4","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_B5","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_B6","Fengcity","MT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP2_tag18_B7","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_B8","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_B9","Fengcity","Pit",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP2_tag18_C1","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_C10","Fengcity","L/N",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_C11","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_C12","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_C2","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_C3","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_C4","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_C5","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_C6","Fengcity","MT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP2_tag18_C7","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_C8","Fengcity","Pit",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_C9","Fengcity","Pit",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_D1","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_D10","Fengcity","L/N",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_D11","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_D12","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_D2","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_D3","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_D4","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_D5","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_D6","Fengcity","MT",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP2_tag18_D7","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_D8","Fengcity","Pit",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_D9","Fengcity","Pit",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_E1","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_E10","Fengcity","L/N",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP2_tag18_E11","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_E12","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_E2","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_E3","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_E4","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_E5","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_E6","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_E7","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_E8","Fengcity","Pit",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_E9","Fengcity","Pit",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_F1","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_F10","Fengcity","L/N",3,"leg",150,"Feng samples only"
"RNMB1_FXBSP2_tag18_F11","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_F12","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_F2","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_F3","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_F4","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_F5","Fengcity","FIT",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_F6","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_F7","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_F8","Fengcity","Pit",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_F9","Fengcity","Pit",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_G1","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_G10","Fengcity","L/N",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_G11","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_G12","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_G2","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_G3","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_G4","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_G5","Fengcity","MT",1,"leg",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_G6","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_G7","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_G8","Fengcity","Pit",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_G9","Fengcity","Pit",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H1","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H10","Fengcity","L/N",4,"head",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H11","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H12","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H2","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H3","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H4","Fengcity","FIT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H5","Fengcity","MT",2,"leg",50,"Feng samples only"
"RNMB1_FXBSP2_tag18_H6","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_H7","Fengcity","MT",4,"head",25,"Feng samples only"
"RNMB1_FXBSP2_tag18_H8","Fengcity","Pit",2,"leg",100,"Feng samples only"
"RNMB1_FXBSP2_tag18_H9","Fengcity","Pit",4,"head",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A1","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A10","Fengcity","MT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A11","Fengcity","MT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A12","Fengcity","MT",7,"body",21,"Feng samples only"
"RNMB1_FXBSP3_tag42_A2","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A3","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A4","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A5","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A6","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A7","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A8","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_A9","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B1","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B10","Fengcity","MT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B11","Fengcity","MT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B12","Fengcity","Pit",5,"body",25,"Feng samples only"
"RNMB1_FXBSP3_tag42_B2","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B3","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B4","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B5","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B6","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B7","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B8","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_B9","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C1","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C10","Fengcity","MT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C11","Fengcity","MT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C12","Fengcity","Pit",6,"body",20,"Feng samples only"
"RNMB1_FXBSP3_tag42_C2","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C3","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C4","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C5","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C6","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C7","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C8","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_C9","Fengcity","MT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D1","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D10","Fengcity","MT",5,"body",43,"Feng samples only"
"RNMB1_FXBSP3_tag42_D11","Fengcity","MT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D12","Fengcity","L/N",5,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D2","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D3","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D4","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D5","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D6","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D7","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D8","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_D9","Fengcity","MT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E1","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E10","Fengcity","MT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E11","Fengcity","MT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E12","Fengcity","L/N",7,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E2","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E3","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E4","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E5","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E6","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E7","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E8","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_E9","Fengcity","MT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F1","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F10","Fengcity","MT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F11","Fengcity","MT",7,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F12","Fengcity","L/N",7,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F2","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F3","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F4","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F5","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F6","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F7","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F8","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_F9","Fengcity","MT",5,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_G1","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_G10","Fengcity","MT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_G11","Fengcity","MT",7,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_G12","Fengcity","L/N",7,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_G2","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_G3","Fengcity","FIT",6,"body",50,"Feng samples only"
"RNMB1_FXBSP3_tag42_G4","Fengcity","FIT",6,"body",50,"Feng samples only"
